PN,ATA_CHAPTER,SUB_CATEGORY,AIRCRAFT_FAMILY,AIRCRAFT_MODEL,ATOLYE_KABILIYETI,CLP_USD,FMV_USD,YURTICI_TAMIR_MALIYETI_USD,YURTDISI_TAMIR_MALIYETI_USD,FAAL_ADET,GAYRIFAAL_ADET,YURTICI_TAMIRDE_ADET,YURTDISI_TAMIRDE_ADET,ACIK_SATINALMA_ADET,EXCHANGE_IN_ADET,EXCHANGE_OUT_ADET,HOMEBASE_DEPO_ADET,TOPLAM_ENVANTER_ADET
PN-102807,29,HYDRAULIC POWER,AIRBUS,A321-200,VAR,7250,2710,1450.0,2520,1,1,1,0,0,0,0,1,4
PN-102808,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,1160,400,,410,9,0,0,1,1,1,1,4,17
PN-102809,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321-200,YOK,9280,3680,,2460,1,0,0,0,0,0,0,0,1
PN-102810,35,OXYGEN,AIRBUS,A321neo,YOK,7200,1930,,1960,1,0,0,0,0,0,0,0,1
PN-102811,28,FUEL,AIRBUS,A320neo,VAR,460,100,110.0,180,2,1,0,0,0,0,0,1,4
PN-102812,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,1610,780,,370,2,1,0,1,1,0,0,2,7
PN-102813,80,STARTING,AIRBUS,A350-900,VAR,690,510,210.0,310,8,1,1,1,1,1,1,6,20
PN-102814,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,1830,380,,150,5,1,0,3,1,1,0,2,13
PN-102815,23,COMMUNICATIONS,AIRBUS,A321-200,VAR,1160,400,60.0,100,3,1,1,1,0,1,0,1,8
PN-102816,56,WINDOWS,AIRBUS,A319-100,VAR,1390,620,530.0,780,1,1,0,0,0,0,0,1,3
PN-102817,76,ENGINE CONTROLS,BOEING,777-300ER,VAR,350,260,110.0,160,4,2,0,2,1,1,1,1,12
PN-102818,24,ELECTRICAL POWER,AIRBUS,A321neo,VAR,1480,460,180.0,290,1,0,0,0,1,0,0,1,3
PN-102819,71,POWER PLANT,AIRBUS,A321-200,YOK,1150,160,,90,1,0,0,0,0,0,0,0,1
PN-102820,36,PNEUMATIC,AIRBUS,A320-200,YOK,9400,4290,,2220,4,0,0,1,0,1,1,1,8
PN-102821,74,IGNITION,AIRBUS,A350-900,VAR,7430,3450,2370.0,3940,0,1,0,0,0,0,1,0,2
PN-102822,24,ELECTRICAL POWER,BOEING,737 MAX 8,VAR,220,140,50.0,90,1,1,1,2,0,0,2,1,8
PN-102823,80,STARTING,AIRBUS,A319-100,YOK,3400,1340,,790,3,1,0,1,0,1,0,1,7
PN-102824,52,DOORS,AIRBUS,A320-200,YOK,14510,7740,,4520,2,0,0,1,1,1,0,1,6
PN-102825,74,IGNITION,AIRBUS,A320-200,YOK,260,120,,120,6,1,0,2,0,0,0,1,10
PN-102826,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,VAR,150,50,50.0,50,4,0,2,0,0,0,1,4,11
PN-102827,79,OIL,BOEING,777-300ER,YOK,16810,7080,,6990,3,1,0,2,0,0,0,2,8
PN-102828,52,DOORS,AIRBUS,A321neo,YOK,400,290,,290,1,0,0,0,0,1,0,1,3
PN-102829,24,ELECTRICAL POWER,AIRBUS,A321-200,YOK,2020,840,,290,5,1,0,1,0,0,1,1,9
PN-102830,77,ENGINE INDICATING,BOEING,737-900ER,YOK,23460,6300,,8100,1,0,0,1,0,0,0,1,3
PN-102831,73,ENGINE FUEL AND CONTROL,BOEING,737-800,YOK,200,110,,50,2,1,0,2,1,0,0,1,7
PN-102832,28,FUEL,AIRBUS,A320neo,VAR,16030,2310,1750.0,2680,28,1,2,6,9,2,4,18,70
PN-102833,36,PNEUMATIC,AIRBUS,A320-200,YOK,6100,3230,,2270,1,0,0,1,0,1,1,2,6
PN-102834,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321-200,VAR,840,560,180.0,320,3,2,0,1,0,1,1,1,9
PN-102835,36,PNEUMATIC,BOEING,737-900ER,VAR,2730,970,500.0,740,1,1,0,0,0,0,0,1,3
PN-102836,80,STARTING,BOEING,737-800,YOK,4520,1320,,370,9,1,0,1,1,0,1,4,17
PN-102837,77,ENGINE INDICATING,BOEING,737-800,YOK,2970,1160,,460,3,1,0,3,1,0,0,4,12
PN-102838,26,FIRE PROTECTION,BOEING,737 MAX 8,YOK,2830,980,,240,2,2,0,1,0,0,1,1,7
PN-102839,80,STARTING,AIRBUS,A320neo,YOK,690,280,,240,4,1,0,1,0,0,1,1,8
PN-102840,32,LANDING GEAR,AIRBUS,A321-200,VAR,5650,2960,640.0,1210,14,0,4,0,2,0,0,6,26
PN-102841,71,POWER PLANT,AIRBUS,A319-100,YOK,6350,1000,,720,6,2,0,3,3,5,2,2,23
PN-102842,72,ENGINE,BOEING,737 MAX 8,YOK,7690,4170,,6220,4,3,0,1,0,3,0,4,15
PN-102843,34,NAVIGATION,AIRBUS,A330-300,VAR,3430,1590,500.0,720,2,1,0,0,0,1,1,1,6
PN-102844,32,LANDING GEAR,AIRBUS,A321-200,VAR,1820,730,220.0,310,7,1,2,3,1,2,2,5,23
PN-102845,32,LANDING GEAR,AIRBUS,A320-200,YOK,2930,1790,,2030,3,0,0,0,0,0,1,1,5
PN-102846,76,ENGINE CONTROLS,BOEING,737-800,YOK,1200,380,,140,1,0,0,1,0,0,0,1,3
PN-102847,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,1990,450,,180,2,0,0,2,1,0,0,1,6
PN-102848,28,FUEL,BOEING,737-800,VAR,290,200,80.0,100,0,0,0,0,0,0,0,1,1
PN-102849,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,YOK,2260,1170,,630,3,0,0,1,3,0,1,3,11
PN-102850,26,FIRE PROTECTION,BOEING,777-300ER,YOK,51560,30380,,13370,1,0,0,0,0,0,0,1,2
PN-102851,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,440,100,,50,1,1,0,1,0,0,0,1,4
PN-102852,23,COMMUNICATIONS,BOEING,737-800,VAR,2650,1540,680.0,1240,2,0,0,0,1,0,0,1,4
PN-102853,23,COMMUNICATIONS,BOEING,737-800,VAR,570,150,80.0,110,2,1,0,0,0,0,1,1,5
PN-102854,71,POWER PLANT,BOEING,777-300ER,YOK,7590,2850,,1170,2,0,0,1,1,0,0,1,5
PN-102855,23,COMMUNICATIONS,BOEING,777-300ER,VAR,6660,2370,900.0,1280,3,0,0,1,0,0,0,1,5
PN-102856,36,PNEUMATIC,AIRBUS,A330-300,YOK,6870,2010,,1750,1,1,0,1,0,0,1,1,5
PN-102857,73,ENGINE FUEL AND CONTROL,AIRBUS,A321neo,YOK,1440,450,,340,2,1,0,1,0,0,0,1,5
PN-102858,71,POWER PLANT,AIRBUS,A321-200,YOK,610,220,,100,2,0,0,1,0,0,0,1,4
PN-102859,32,LANDING GEAR,BOEING,737 MAX 8,VAR,10340,6540,4220.0,5890,13,1,2,2,3,1,2,3,27
PN-102860,26,FIRE PROTECTION,BOEING,737-800,VAR,2160,470,770.0,1070,0,0,0,0,1,0,0,0,1
PN-102861,79,OIL,AIRBUS,A320-200,YOK,1770,870,,480,3,1,0,0,1,0,0,1,6
PN-102862,74,IGNITION,AIRBUS,A320-200,YOK,790,320,,170,1,1,0,1,0,0,0,0,3
PN-102863,49,AIRBORNE AUXILIARY POWER (APU),BOEING,777-300ER,VAR,350,200,120.0,210,3,1,0,2,2,0,0,4,12
PN-102864,23,COMMUNICATIONS,BOEING,777-300ER,YOK,860,610,,170,0,0,0,0,0,0,0,1,1
PN-102865,21,AIR CONDITIONING,BOEING,777-F,YOK,11450,5480,,6910,2,1,0,1,0,0,0,1,5
PN-102866,29,HYDRAULIC POWER,AIRBUS,A321neo,YOK,48060,8450,,6960,3,0,0,1,0,0,2,2,8
PN-102867,25,EQUIPMENT / FURNISHINGS,BOEING,737-900ER,YOK,410,130,,60,7,0,0,3,0,0,1,1,12
PN-102868,76,ENGINE CONTROLS,BOEING,737 MAX 8,YOK,1090,410,,440,3,1,0,1,1,1,0,1,8
PN-102869,26,FIRE PROTECTION,AIRBUS,A321-200,YOK,17470,5290,,7890,1,0,0,0,0,0,0,0,1
PN-102870,28,FUEL,AIRBUS,A320-200,VAR,2670,1890,390.0,720,1,0,1,0,0,0,1,1,4
PN-102871,80,STARTING,BOEING,787-9,YOK,520,380,,160,6,1,0,2,1,1,0,4,15
PN-102872,74,IGNITION,AIRBUS,A319-100,YOK,2670,1440,,990,1,0,0,0,0,0,0,1,2
PN-102873,26,FIRE PROTECTION,AIRBUS,A330-300,YOK,460,300,,170,1,0,0,1,0,1,0,0,3
PN-102874,30,ICE & RAIN PROTECTION,BOEING,737-800,VAR,1970,460,240.0,340,1,0,1,0,1,0,0,2,5
PN-102875,35,OXYGEN,BOEING,737-800,VAR,490,240,50.0,80,1,0,1,0,0,0,0,1,3
PN-102876,56,WINDOWS,AIRBUS,A320neo,YOK,15220,10060,,6670,9,8,0,8,1,2,1,13,42
PN-102877,79,OIL,BOEING,737-800,VAR,12290,7020,3420.0,5930,2,1,0,1,0,1,0,0,5
PN-102878,76,ENGINE CONTROLS,AIRBUS,A320neo,YOK,11180,8260,,9400,5,0,0,1,0,0,1,2,9
PN-102879,80,STARTING,BOEING,737 MAX 8,YOK,1290,1000,,220,1,0,0,1,0,0,0,1,3
PN-102880,22,AUTO FLIGHT,AIRBUS,A320neo,YOK,18510,8940,,3360,3,0,0,1,0,0,2,3,9
PN-102881,27,FLIGHT CONTROLS,BOEING,737-800,YOK,2340,1150,,940,5,2,0,4,1,1,0,3,16
PN-102882,36,PNEUMATIC,BOEING,737-900ER,VAR,140040,85880,16350.0,28280,1,1,0,0,0,0,0,1,3
PN-102883,22,AUTO FLIGHT,AIRBUS,A320-200,YOK,920,570,,210,2,1,0,1,1,0,0,1,6
PN-102884,30,ICE & RAIN PROTECTION,AIRBUS,A320neo,VAR,1440,310,110.0,190,1,0,0,0,0,0,0,1,2
PN-102885,24,ELECTRICAL POWER,BOEING,737-900ER,YOK,8140,2590,,1440,1,0,0,0,1,0,0,1,3
PN-102886,79,OIL,AIRBUS,A320-200,VAR,11060,5010,3660.0,4410,6,1,3,0,2,1,1,3,17
PN-102887,22,AUTO FLIGHT,AIRBUS,A320neo,YOK,13410,3980,,6060,1,0,0,1,1,0,0,1,4
PN-102888,24,ELECTRICAL POWER,AIRBUS,A321neo,VAR,1090,700,360.0,560,0,0,0,1,0,0,0,0,1
PN-102889,26,FIRE PROTECTION,BOEING,777-300ER,VAR,450,170,80.0,110,10,1,1,0,1,0,1,4,18
PN-102890,24,ELECTRICAL POWER,AIRBUS,A330-300,VAR,1510,950,570.0,860,1,1,0,0,1,0,0,1,4
PN-102891,36,PNEUMATIC,AIRBUS,A321-200,YOK,20470,5110,,3350,1,1,0,1,0,0,0,1,4
PN-102892,30,ICE & RAIN PROTECTION,BOEING,787-9,VAR,4700,2220,1120.0,1770,4,4,4,1,7,0,0,3,23
PN-102893,77,ENGINE INDICATING,AIRBUS,A321neo,YOK,3080,2230,,1340,3,0,0,1,0,0,0,1,5
PN-102894,27,FLIGHT CONTROLS,AIRBUS,A321neo,YOK,12000,4210,,2270,2,0,0,1,1,0,0,2,6
PN-102895,35,OXYGEN,AIRBUS,A321neo,YOK,780,280,,80,0,0,0,0,0,0,0,1,1
PN-102896,56,WINDOWS,AIRBUS,A321-200,VAR,520,290,110.0,240,1,0,0,0,0,0,0,0,1
PN-102897,52,DOORS,AIRBUS,A321-200,VAR,1160,340,70.0,130,2,1,0,0,0,1,0,0,4
PN-102898,73,ENGINE FUEL AND CONTROL,BOEING,737-800,VAR,19430,9720,3190.0,4530,6,0,1,0,1,0,1,2,11
PN-102899,26,FIRE PROTECTION,AIRBUS,A319-100,VAR,1200,710,890.0,1200,1,0,0,0,1,0,1,2,5
PN-102900,35,OXYGEN,BOEING,737-800,YOK,6420,2260,,1370,1,0,0,1,0,0,0,0,2
PN-102901,73,ENGINE FUEL AND CONTROL,AIRBUS,A320neo,VAR,5650,4040,1440.0,2980,3,2,0,0,1,0,0,2,8
PN-102902,76,ENGINE CONTROLS,AIRBUS,A321-200,VAR,860,580,430.0,680,1,0,0,0,0,0,0,0,1
PN-102903,52,DOORS,AIRBUS,A320-200,VAR,11780,3990,940.0,1770,2,1,1,0,1,0,0,2,7
PN-102904,52,DOORS,AIRBUS,A330-300,YOK,7140,4260,,1500,1,1,0,2,0,0,1,0,5
PN-102905,76,ENGINE CONTROLS,BOEING,737-800,YOK,5630,880,,220,8,2,0,8,1,10,1,5,35
PN-102906,52,DOORS,AIRBUS,A321-200,YOK,930,530,,160,1,1,0,1,0,0,0,1,4
PN-102907,79,OIL,AIRBUS,A320-200,YOK,3580,1510,,1810,1,1,0,1,0,0,0,0,3
PN-102908,24,ELECTRICAL POWER,AIRBUS,A320neo,YOK,9490,2470,,740,3,1,0,1,1,1,0,1,8
PN-102909,30,ICE & RAIN PROTECTION,BOEING,737 MAX 8,YOK,850,300,,110,1,1,0,1,0,0,0,1,4
PN-102910,23,COMMUNICATIONS,AIRBUS,A320neo,VAR,110,50,50.0,50,3,0,1,0,1,0,1,2,8
PN-102911,23,COMMUNICATIONS,BOEING,737-900ER,YOK,1130,160,,60,2,0,0,0,0,1,0,2,5
PN-102912,34,NAVIGATION,AIRBUS,A321-200,YOK,1750,700,,240,1,0,0,0,0,0,0,1,2
PN-102913,26,FIRE PROTECTION,AIRBUS,A320-200,VAR,3600,1480,330.0,590,1,0,0,0,0,0,0,0,1
PN-102914,31,INDICATING / RECORDING SYSTEMS,BOEING,737-800,YOK,9090,1320,,1010,3,0,0,2,0,0,0,2,7
PN-102915,32,LANDING GEAR,AIRBUS,A321neo,YOK,3350,1150,,940,15,7,0,3,1,0,1,9,36
PN-102916,52,DOORS,AIRBUS,A319-100,YOK,1370,820,,90,2,1,0,1,0,0,0,1,5
PN-102917,79,OIL,BOEING,777-F,YOK,730,330,,330,6,1,0,4,0,1,1,1,14
PN-102918,76,ENGINE CONTROLS,AIRBUS,A320-200,YOK,550,220,,90,3,1,0,1,4,1,2,3,15
PN-102919,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,VAR,9890,5790,1500.0,3180,1,0,1,1,0,1,1,2,7
PN-102920,29,HYDRAULIC POWER,AIRBUS,A321-200,YOK,12520,2120,,770,1,0,0,1,0,0,0,2,4
PN-102921,73,ENGINE FUEL AND CONTROL,AIRBUS,A321neo,VAR,220,160,60.0,120,2,2,1,1,1,0,0,3,10
PN-102922,24,ELECTRICAL POWER,BOEING,737-900ER,YOK,12810,5680,,2860,9,3,0,6,2,1,0,3,24
PN-102923,36,PNEUMATIC,AIRBUS,A319-100,VAR,4210,2070,980.0,1250,4,1,1,0,1,0,1,0,8
PN-102924,31,INDICATING / RECORDING SYSTEMS,BOEING,777-300ER,YOK,24430,7810,,3570,5,1,0,3,1,0,1,1,12
PN-102925,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,5460,4320,,1540,1,0,0,1,0,0,0,1,3
PN-102926,52,DOORS,BOEING,777-F,VAR,1300,450,330.0,500,1,1,1,0,0,0,0,1,4
PN-102927,29,HYDRAULIC POWER,BOEING,737 MAX 8,YOK,380,200,,120,2,0,0,1,1,1,2,1,8
PN-102928,25,EQUIPMENT / FURNISHINGS,BOEING,777-300ER,YOK,18000,9020,,7880,2,0,0,0,1,0,0,1,4
PN-102929,52,DOORS,AIRBUS,A350-900,VAR,7990,5340,980.0,1580,3,1,1,2,0,2,3,1,13
PN-102930,25,EQUIPMENT / FURNISHINGS,AIRBUS,A321-200,VAR,1200,660,400.0,640,0,0,0,0,0,0,0,1,1
PN-102931,56,WINDOWS,AIRBUS,A321neo,VAR,11990,4860,2770.0,5160,1,0,1,1,0,1,0,0,4
PN-102932,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,VAR,11800,5960,2770.0,5170,2,1,0,0,1,0,0,0,4
PN-102933,32,LANDING GEAR,AIRBUS,A321neo,YOK,32180,10170,,4530,1,0,0,1,0,1,0,0,3
PN-102934,74,IGNITION,BOEING,737-800,YOK,1280,760,,440,2,0,0,1,0,1,0,4,8
PN-102935,26,FIRE PROTECTION,AIRBUS,A320-200,YOK,2160,770,,580,1,0,0,0,0,0,0,1,2
PN-102936,72,ENGINE,BOEING,737 MAX 8,VAR,2330,1250,780.0,1270,3,1,2,1,0,1,0,1,9
PN-102937,71,POWER PLANT,AIRBUS,A320neo,VAR,1800,300,80.0,100,19,6,3,1,2,2,1,5,39
PN-102938,77,ENGINE INDICATING,BOEING,777-F,YOK,1250,280,,290,4,0,0,3,2,1,0,5,15
PN-102939,25,EQUIPMENT / FURNISHINGS,AIRBUS,A320-200,VAR,1170,800,570.0,790,4,1,0,0,0,0,0,2,7
PN-102940,71,POWER PLANT,AIRBUS,A320-200,YOK,4110,1940,,820,3,2,0,3,1,0,0,1,10
PN-102941,79,OIL,BOEING,737 MAX 8,VAR,750,290,90.0,120,1,1,1,0,1,1,0,1,6
PN-102942,72,ENGINE,BOEING,737 MAX 8,YOK,4150,650,,270,13,5,0,15,4,3,17,14,71
PN-102943,25,EQUIPMENT / FURNISHINGS,BOEING,737-800,YOK,6710,4070,,1940,5,1,0,1,0,0,1,1,9
PN-102944,74,IGNITION,BOEING,787-9,YOK,640,120,,80,0,0,0,1,0,0,1,0,2
PN-102945,23,COMMUNICATIONS,AIRBUS,A320neo,YOK,9850,2170,,1360,0,0,0,0,0,0,0,1,1
PN-102946,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737 MAX 8,YOK,2190,1130,,370,5,1,0,3,1,1,0,3,14
PN-102947,34,NAVIGATION,AIRBUS,A321-200,YOK,3760,1660,,480,2,0,0,1,1,0,1,1,6
PN-102948,35,OXYGEN,AIRBUS,A330-200,YOK,22230,10680,,2640,0,0,0,0,0,0,0,1,1
PN-102949,35,OXYGEN,AIRBUS,A321neo,YOK,440,240,,70,2,1,0,1,0,0,0,1,5
PN-102950,21,AIR CONDITIONING,AIRBUS,A319-100,VAR,2400,1190,400.0,560,2,0,0,0,1,0,1,2,6
PN-102951,35,OXYGEN,AIRBUS,A330-300,VAR,450,110,50.0,50,1,1,0,1,2,0,0,1,6
PN-102952,79,OIL,BOEING,737-800,YOK,18510,8810,,1230,2,1,0,2,0,0,1,4,10
PN-102953,32,LANDING GEAR,AIRBUS,A320-200,YOK,40920,12460,,5270,2,0,0,2,0,1,0,1,6
PN-102954,28,FUEL,BOEING,777-300ER,VAR,1610,1020,740.0,1180,2,1,3,0,1,2,2,1,12
PN-102955,80,STARTING,AIRBUS,A330-200,VAR,970,450,170.0,280,1,1,0,1,0,0,0,1,4
PN-102956,23,COMMUNICATIONS,AIRBUS,A320-200,VAR,1750,840,230.0,400,1,0,0,0,0,0,1,1,3
PN-102957,34,NAVIGATION,BOEING,737-800,VAR,5370,2240,700.0,1200,1,0,0,1,0,1,0,1,4
PN-102958,35,OXYGEN,AIRBUS,A320neo,VAR,10960,5340,660.0,860,7,0,1,0,0,0,0,2,10
PN-102959,34,NAVIGATION,AIRBUS,A320-200,YOK,3570,1030,,760,3,0,0,0,1,0,0,1,5
PN-102960,77,ENGINE INDICATING,BOEING,737-800,YOK,820,240,,240,8,2,0,1,1,0,1,7,20
PN-102961,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320-200,YOK,3210,1070,,260,10,4,0,3,0,1,2,9,29
PN-102962,80,STARTING,AIRBUS,A320-200,VAR,24050,12800,3870.0,7380,1,0,0,0,0,1,0,1,3
PN-102963,22,AUTO FLIGHT,BOEING,737-800,VAR,1640,990,440.0,580,1,0,0,0,0,0,0,0,1
PN-102964,72,ENGINE,AIRBUS,A319-100,YOK,13460,6280,,2710,12,2,0,6,1,0,3,6,30
PN-102965,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737-900ER,YOK,420,150,,60,1,1,0,2,0,0,0,2,6
PN-102966,27,FLIGHT CONTROLS,BOEING,737-900ER,VAR,710,170,50.0,70,1,0,0,1,0,0,0,1,3
PN-102967,26,FIRE PROTECTION,AIRBUS,A320-200,VAR,2290,1220,360.0,530,1,0,0,0,0,0,0,1,2
PN-102968,71,POWER PLANT,AIRBUS,A330-200,YOK,4980,2900,,3050,1,1,0,1,1,0,0,1,5
PN-102969,52,DOORS,AIRBUS,A320-200,VAR,12300,6370,1510.0,1900,5,0,1,4,2,0,1,1,14
PN-102970,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A350-900,VAR,5240,1330,750.0,950,4,0,1,2,0,0,0,2,9
PN-102971,22,AUTO FLIGHT,AIRBUS,A320-200,YOK,710,440,,380,8,1,0,3,1,1,1,4,19
PN-102972,49,AIRBORNE AUXILIARY POWER (APU),BOEING,777-F,VAR,790,340,50.0,60,5,2,1,3,1,0,0,1,13
PN-102973,80,STARTING,AIRBUS,A320neo,VAR,580,100,50.0,50,2,1,0,0,0,0,1,1,5
PN-102974,21,AIR CONDITIONING,BOEING,737-800,YOK,11850,5560,,2660,2,0,0,0,1,1,0,1,5
PN-102975,34,NAVIGATION,AIRBUS,A320-200,YOK,2250,560,,160,3,0,0,4,2,0,0,2,11
PN-102976,34,NAVIGATION,AIRBUS,A320neo,VAR,1850,1120,310.0,520,5,1,0,2,1,0,1,4,14
PN-102977,77,ENGINE INDICATING,AIRBUS,A321neo,YOK,2270,1370,,390,4,0,0,2,1,1,2,4,14
PN-102978,28,FUEL,AIRBUS,A330-300,VAR,2400,1170,670.0,1210,3,0,0,0,0,0,1,1,5
PN-102979,34,NAVIGATION,BOEING,787-9,VAR,1800,230,70.0,100,3,2,1,0,0,1,0,1,8
PN-102980,71,POWER PLANT,AIRBUS,A319-100,VAR,1150,740,210.0,340,3,2,1,1,1,1,1,2,12
PN-102981,22,AUTO FLIGHT,AIRBUS,A319-100,VAR,3730,1670,1070.0,1550,1,0,0,1,0,0,1,1,4
PN-102982,73,ENGINE FUEL AND CONTROL,AIRBUS,A321-200,VAR,410,200,90.0,130,1,1,0,0,0,0,0,1,3
PN-102983,74,IGNITION,AIRBUS,A321-200,YOK,1110,530,,230,1,0,0,0,0,0,0,1,2
PN-102984,71,POWER PLANT,BOEING,777-300ER,YOK,62560,15800,,4370,2,1,0,2,0,0,0,1,6
PN-102985,52,DOORS,BOEING,777-300ER,VAR,21130,6850,830.0,1630,4,1,0,1,0,0,1,1,8
PN-102986,72,ENGINE,BOEING,777-300ER,YOK,1330,300,,300,22,5,0,1,1,3,3,2,37
PN-102987,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,YOK,5990,3160,,1460,1,0,0,0,0,0,0,1,2
PN-102988,77,ENGINE INDICATING,AIRBUS,A321neo,YOK,1110,660,,210,2,0,0,1,0,0,0,0,3
PN-102989,32,LANDING GEAR,BOEING,737-800,YOK,5830,3470,,860,2,0,0,2,0,1,0,2,7
PN-102990,32,LANDING GEAR,AIRBUS,A321-200,VAR,33020,5190,3320.0,5050,9,4,1,1,0,1,0,5,21
PN-102991,52,DOORS,BOEING,737-800,YOK,1670,340,,230,1,1,0,0,1,0,0,0,3
PN-102992,26,FIRE PROTECTION,AIRBUS,A320neo,YOK,520,210,,120,1,0,0,1,0,0,0,1,3
PN-102993,76,ENGINE CONTROLS,AIRBUS,A321-200,YOK,1660,960,,420,1,0,0,0,0,0,0,1,2
PN-102994,73,ENGINE FUEL AND CONTROL,BOEING,737 MAX 8,YOK,5390,3560,,1400,4,2,0,1,0,0,0,6,13
PN-102995,52,DOORS,AIRBUS,A320neo,VAR,990,450,190.0,310,1,1,1,0,0,0,0,1,4
PN-102996,28,FUEL,BOEING,787-9,VAR,5130,2960,1450.0,2030,2,0,1,0,0,0,0,1,4
PN-102997,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,530,280,,300,1,0,0,1,0,1,0,1,4
PN-102998,32,LANDING GEAR,AIRBUS,A319-100,YOK,1510,920,,350,13,2,0,5,0,1,0,7,28
PN-102999,56,WINDOWS,AIRBUS,A320neo,VAR,1960,530,90.0,180,1,0,0,0,0,0,0,0,1
PN-103000,73,ENGINE FUEL AND CONTROL,AIRBUS,A320-200,VAR,3680,2800,910.0,1340,1,0,0,0,0,1,0,2,4
PN-103001,56,WINDOWS,AIRBUS,A330-200,VAR,990,300,170.0,330,4,2,0,1,1,0,0,3,11
PN-103002,79,OIL,AIRBUS,A320-200,YOK,7570,3690,,770,3,0,0,1,0,1,0,2,7
PN-103003,79,OIL,AIRBUS,A350-900,VAR,360,110,50.0,60,5,1,1,1,1,1,0,2,12
PN-103004,71,POWER PLANT,BOEING,737 MAX 8,YOK,7550,1860,,1390,6,0,0,1,0,0,1,3,11
PN-103005,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,2180,1340,,1280,2,0,0,1,0,0,1,1,5
PN-103006,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,VAR,1750,840,120.0,220,2,3,1,0,0,0,0,0,6
PN-103007,32,LANDING GEAR,AIRBUS,A321neo,YOK,1270,440,,330,5,6,0,4,2,1,2,2,22
PN-103008,52,DOORS,BOEING,737-900ER,VAR,790,420,80.0,100,4,2,1,1,2,0,1,2,13
PN-103009,74,IGNITION,AIRBUS,A330-300,YOK,3200,650,,150,8,0,0,1,0,1,0,2,12
PN-103010,30,ICE & RAIN PROTECTION,AIRBUS,A320-200,YOK,2840,990,,810,1,0,0,1,0,0,0,0,2
PN-103011,35,OXYGEN,AIRBUS,A330-200,YOK,670,270,,100,4,1,0,3,1,0,0,3,12
PN-103012,22,AUTO FLIGHT,AIRBUS,A321neo,YOK,7780,4200,,2430,1,1,0,1,0,0,0,1,4
PN-103013,72,ENGINE,AIRBUS,A321-200,VAR,1730,520,290.0,610,3,1,1,0,0,0,0,1,6
PN-103014,34,NAVIGATION,AIRBUS,A320-200,VAR,210,100,50.0,70,2,0,0,0,0,1,1,2,6
PN-103015,32,LANDING GEAR,BOEING,787-9,VAR,550,210,60.0,110,7,3,1,3,0,1,0,7,22
PN-103016,35,OXYGEN,AIRBUS,A320-200,YOK,10800,5550,,3180,2,0,0,1,0,0,0,3,6
PN-103017,26,FIRE PROTECTION,AIRBUS,A320neo,VAR,5230,2650,790.0,1180,1,0,1,0,1,0,0,0,3
PN-103018,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A320-200,YOK,1010,400,,320,8,1,0,1,1,0,0,6,17
PN-103019,72,ENGINE,AIRBUS,A330-300,YOK,130,60,,50,4,3,0,2,0,0,1,3,13
PN-103020,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,YOK,11930,3840,,1000,1,0,0,1,1,0,0,0,3
PN-103021,24,ELECTRICAL POWER,AIRBUS,A320neo,VAR,23400,7760,2030.0,3420,2,1,0,0,1,0,0,0,4
PN-103022,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A321neo,YOK,2470,920,,1400,3,1,0,1,0,1,2,1,9
PN-103023,26,FIRE PROTECTION,BOEING,737-800,YOK,2090,790,,330,2,0,0,1,0,0,0,0,3
PN-103024,30,ICE & RAIN PROTECTION,AIRBUS,A321-200,YOK,2520,1250,,1280,1,0,0,0,0,0,0,0,1
PN-103025,52,DOORS,BOEING,777-300ER,YOK,1060,770,,620,4,0,0,1,0,0,1,3,9
PN-103026,23,COMMUNICATIONS,AIRBUS,A321-200,YOK,100,50,,60,1,0,0,1,0,0,0,1,3
PN-103027,72,ENGINE,AIRBUS,A320neo,YOK,7500,3280,,1480,11,4,0,6,2,9,5,12,49
PN-103028,26,FIRE PROTECTION,BOEING,777-F,YOK,2120,890,,280,0,0,0,0,0,1,0,0,1
PN-103029,77,ENGINE INDICATING,BOEING,737 MAX 8,VAR,8010,1720,480.0,790,2,1,0,1,0,0,0,1,5
